sample_id,scientificName,species,catalogNumber,verbatimLatitude,verbatimLongitude,Day,Month,year,ITD,Head_width,Eye_top,Eye_bottom,Rear_Ocelli_size,Front_Ocelli_Size,Ocelli_distance,Head_Length,Eye_Length,Eye_width,L_Wing_length,R_Wing_length,significance_corrected,Area,Body_Shape_checked,Bio1,Bio4,Bio7,Bio12,Bio14,Bio15,Bio16,Bio19,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
65,Amegilla (Asaropoda) bombiformis,bombiformis,HYM35747,-27.37,153.02,3,4,1954,4.335,5.834,3.1,2.986,0.301,0.348,0.848,0.725,3.43,1.965,5.184,5.12,Non-significant,327565.59,0.69523956,198.5,34.53500639,170,1779,50,88.96480503,845,379,-4.163436011,0.551839382,0.345272645,-0.088017475,0.405527981,-0.323412329,-0.233946986,-0.227395773,-0.210412655,-0.043278919,-0.073137479
66,Amegilla (Asaropoda) bombiformis,bombiformis,HYM35875,-27.46245,153.01937,27,3,1954,4.31,5.747,3.023,2.94,0.303,0.325,0.835,0.547,3.207,1.977,5.048,5.037,Non-significant,327565.59,0.625713395,198.0416667,34.61421814,171,1641,46,86.89634198,757,371,-3.806128842,-0.727706992,0.426277579,-0.700519701,0.397674295,-0.245525297,-0.488397003,-0.332041995,-0.346423202,0.037857662,-0.065673935
67,Amegilla (Asaropoda) bombiformis,bombiformis,HYM35876,-27.46245,153.01937,27,3,1954,4.269,5.7,3.041,2.953,0.287,0.318,0.844,0.541,3.301,1.945,5.056,5.05,Non-significant,327565.59,0.616360986,198.0416667,34.61421814,171,1641,46,86.89634198,757,371,-3.723644121,-0.790342458,0.509569419,-0.690386138,0.19056403,-0.392900105,-0.257519493,-0.202919902,-0.285101788,0.031034476,-0.103528285
68,Amegilla (Asaropoda) bombiformis,bombiformis,K.105254,-33.87314,151.20949,1,12,1960,4.115,5.527,2.951,2.877,0.26,0.287,0.835,0.695,3.257,1.673,4.623,4.704,Non-significant,327565.59,0.586361663,168.6666667,35.94633346,176,1249,48,35.93244686,425,271,-2.840710702,0.481375002,0.532359667,-0.508445036,-0.183392175,-0.477054534,0.071357918,0.031825959,-0.081032081,0.065254185,0.019344741
69,Amegilla (Asaropoda) bombiformis,bombiformis,K.470137,-33.98,151.1,22,9,1964,4.438,5.449,2.936,2.802,0.297,0.296,0.798,0.63,3.093,1.788,4.77,4.817,Non-significant,327565.59,0.583742775,170.4583333,34.87923113,166,1059,20,100.7190109,549,413,-3.066377771,-0.034384726,0.510134127,-0.569020345,0.304890852,-0.126488879,-0.545185909,-0.241324721,-0.18607833,0.054603967,-0.069628001
70,Amegilla (Asaropoda) bombiformis,bombiformis,K.470176,-33.8869,151.2531,21,2,1965,4.51,5.863,3.193,2.898,0.316,0.357,0.828,0.711,3.262,1.825,5.111,5.003,Non-significant,327565.59,0.692379083,171.7083333,32.13931804,160,920,14,66.74475217,313,290,-4.018600066,0.520009398,0.092514711,-0.196438298,0.390521347,-0.147187087,-0.645157777,-0.327026732,0.04537055,-0.079596581,0.014875914
71,Amegilla (Asaropoda) bombiformis,bombiformis,K.105250,-33.86419,151.21657,4,3,1968,4.764,5.527,2.886,2.791,0.283,0.299,0.789,0.615,3.37,1.869,4.952,4.941,Non-significant,327565.59,0.603287564,177.8333333,39.98298249,173,726,10,86.27978955,316,117,-3.242725328,-0.287524171,0.678383976,-0.318450153,0.291900891,-0.206212378,-0.191622965,-0.026698036,-0.228370178,0.019975602,-0.0530605
72,Amegilla (Asaropoda) bombiformis,bombiformis,K.105251,-33.86419,151.21657,5,3,1968,4.665,5.65,2.986,2.885,0.249,0.329,0.794,0.597,3.184,1.875,4.86,4.862,Non-significant,327565.59,0.59232059,177.8333333,39.98298249,173,726,10,86.27978955,316,117,-3.098273022,-0.482819324,0.324038359,-0.316474801,-0.098144828,-0.530343038,0.322305574,-0.34968251,-0.207562165,0.023896973,-0.003182685
73,Amegilla (Asaropoda) bombiformis,bombiformis,K.470177,-33.78,151.2,16,8,1968,4.82,5.567,2.837,2.668,0.272,0.297,0.773,0.695,3.324,1.749,4.891,4.671,Non-significant,327565.59,0.61270767,173.875,40.35783949,176,796,10,88.44915275,361,121,-2.846640216,0.317070945,0.604389966,-0.095677438,0.207527484,-0.24673778,-0.066454459,0.01626075,-0.093089738,-0.127299135,0.153738933
74,Amegilla (Asaropoda) bombiformis,bombiformis,K.470162,-33.92,151.08,19,9,1975,4.783,5.749,3.034,2.896,0.307,0.291,0.798,0.649,3.323,1.985,4.908,4.936,Non-significant,327565.59,0.650836241,175.4583333,33.88366023,164,1209,18,82.0448761,475,397,-3.658046319,0.054052223,0.747370047,-0.533686782,0.542203037,0.077631592,-0.332864102,-0.268274426,-0.224435036,0.030328712,-0.05037826
75,Amegilla (Asaropoda) bombiformis,bombiformis,K.470164,-33.62818,151.28225,30,3,1975,4.299,5.583,2.954,2.915,0.305,0.351,0.795,0.669,3.254,1.815,4.99,4.99,Non-significant,327565.59,0.626927615,174.4166667,33.32281084,161,1291,23,70.08865441,540,361,-3.596224053,0.153087422,0.111023238,-0.127450322,0.357451204,-0.112561691,-0.552724716,-0.182988425,-0.238761003,0.021353049,-0.086718867
76,Amegilla (Asaropoda) bombiformis,bombiformis,K.470181,-33.77,151.08,27,3,1975,4.164,5.034,2.669,2.494,0.283,0.314,0.644,0.523,3.011,1.704,4.335,4.303,Non-significant,327565.59,0.476979879,172.4583333,34.50450353,170,1267,20,80.00186293,517,388,-1.890658983,-0.998626493,0.080678152,-0.389721496,0.558058249,0.334000431,-0.387156739,-0.139616007,-0.125116089,0.001810181,-0.031023532
77,Amegilla (Asaropoda) bombiformis,bombiformis,K.470160,-33.78,151.17,4,4,1976,4.612,5.765,2.982,2.857,0.288,0.296,0.808,0.562,3.336,1.879,4.845,4.992,Non-significant,327565.59,0.612805144,167.5833333,36.13794943,175,1645,29,71.89517611,835,319,-3.425192399,-0.614734957,0.645966455,-0.660423957,0.224014312,-0.160151181,-0.252844863,-0.091288132,-0.176795463,0.144089932,0.033565244
78,Amegilla (Asaropoda) bombiformis,bombiformis,K.470163,-33.88477,151.268123,10,2,1980,4.198,5.349,2.895,2.701,0.284,0.321,0.798,0.674,3.017,1.712,4.755,4.753,Non-significant,327565.59,0.573161955,185.5416667,34.58712329,155,788,8,64.40787995,315,129,-2.83069991,0.24577068,0.251562632,-0.283525537,0.233969287,-0.370975896,-0.450783685,-0.267963357,-0.114786729,0.01602313,-0.025490221
79,Amegilla (Asaropoda) bombiformis,bombiformis,K.105243,-31.782,152.535,25,2,1981,4.495,5.586,2.993,2.772,0.293,0.312,0.795,0.563,3.357,1.878,4.91,4.961,Non-significant,327565.59,0.606096146,188.4583333,38.43580055,168,1055,10,75.43597539,428,78,-3.413069577,-0.651056726,0.519445697,-0.51646691,0.373370183,-0.157357127,-0.348678787,-0.074232085,-0.0958822,0.055725485,-0.067120506
80,Amegilla (Asaropoda) bombiformis,bombiformis,K.470147,-33.54371,150.42116,9,3,1981,4.36,5.543,2.966,2.724,0.296,0.343,0.817,0.539,3.194,1.79,4.723,4.81,Non-significant,327565.59,0.58539974,116.9166667,47.0353738,228,1529,19,59.97998836,584,209,-3.24996405,-0.761659614,0.051116295,-0.668772814,0.397103603,-0.310953017,-0.536793215,-0.101257983,-0.077274447,0.095477105,0.000188153
81,Amegilla (Asaropoda) bombiformis,bombiformis,K.470151,-33.54371,150.42116,13,3,1981,4.713,5.459,2.96,2.751,0.281,0.334,0.813,0.594,3.333,1.833,4.709,4.733,Non-significant,327565.59,0.594504368,116.9166667,47.0353738,228,1529,19,59.97998836,584,209,-3.180853562,-0.391905651,0.189131992,-0.501674414,0.364812122,-0.361928845,-0.135896873,-0.01175978,-0.086835729,0.023141438,-0.075024657
82,Amegilla (Asaropoda) bombiformis,bombiformis,K.470154,-31.4978,145.8364,1,12,1981,4.172,5.483,2.84,2.815,0.255,0.278,0.776,0.401,3.062,1.743,4.329,4.389,Non-significant,327565.59,0.490822421,189.7916667,67.2025726,299,392,6,52.10498929,156,107,-2.291162884,-1.728961889,0.382646465,-1.337822729,-0.109411283,-0.205768049,0.027133003,-0.059662044,-0.25160989,0.106653251,0.078346151
83,Amegilla (Asaropoda) bombiformis,bombiformis,K.470139,-34.02,151.05,23,3,1982,4.509,5.763,3.22,2.932,0.334,0.334,0.844,0.661,3.087,1.845,4.946,5.018,Non-significant,327565.59,0.665057659,173.2083333,39.50446089,173,693,6,88.63091936,320,130,-3.988679159,0.279347562,0.201592847,-0.658674265,0.510365241,-0.017099422,-0.997376606,-0.461192041,-0.019808781,0.049317563,-0.091121307
84,Amegilla (Asaropoda) bombiformis,bombiformis,K.470141,-33.8756,151.2097,11,3,1982,4.674,5.603,3.111,2.936,0.314,0.345,0.815,0.749,3.222,1.897,4.896,5.028,Non-significant,327565.59,0.662905497,176.25,38.0211016,162,806,10,81.51788711,337,181,-3.828146053,0.807258634,0.195337074,-0.149372156,0.535408598,-0.083052863,-0.50366409,-0.390382195,-0.121474264,0.068287818,-0.183420471
85,Amegilla (Asaropoda) bombiformis,bombiformis,K.470161,-33.4672,151.435,1,1,1983,4.243,5.475,3.009,2.867,0.28,0.273,0.821,0.639,3.314,1.761,4.491,4.51,Non-significant,327565.59,0.586056965,182.2083333,39.96220002,180,1297,44,48.12100542,537,212,-2.910927415,0.130487887,0.588218488,-0.892441964,0.157035151,-0.140840926,-0.063555781,0.059651247,-0.050083299,0.001774361,-0.06754805
86,Amegilla (Asaropoda) bombiformis,bombiformis,K.470182,-33.55,150.42,2,3,1983,4.452,5.548,3.022,2.946,0.236,0.304,0.863,0.774,3.178,1.771,4.885,4.973,Non-significant,327565.59,0.612875525,117.2083333,48.35952954,235,1425,34,56.14391623,599,156,-3.075599118,0.945959129,0.598892415,-0.0858953,-0.395653839,-0.924644675,0.463419258,-0.291739368,-0.15559741,0.053565324,-0.067004122
87,Amegilla (Asaropoda) bombiformis,bombiformis,K.470149,-33.54371,150.42116,6,3,1984,4.683,5.672,3.093,3.104,0.287,0.347,0.887,0.665,3.346,1.811,4.742,4.952,Non-significant,327565.59,0.63685849,108.4166667,40.87778193,191,1725,47,66.2030737,747,259,-3.779993845,0.27259001,0.044795383,-0.602895899,0.056778263,-0.497362418,-0.163638043,-0.045542009,-0.209506461,0.149109118,-0.151880083
88,Amegilla (Asaropoda) bombiformis,bombiformis,K.470150,-33.54371,150.42116,15,3,1984,4.613,5.519,2.994,2.909,0.292,0.313,0.777,0.7,3.366,1.869,4.755,4.769,Non-significant,327565.59,0.62494091,108.4166667,40.87778193,191,1725,47,66.2030737,747,259,-3.328510961,0.413689908,0.42023799,-0.270647535,0.384136485,0.030703078,-0.110246435,-0.119159223,-0.154163418,-0.008675288,-0.139729803
89,Amegilla (Asaropoda) bombiformis,bombiformis,K.470136,-33.4672,151.435,8,12,1985,4.476,5.256,2.908,2.658,0.278,0.303,0.792,0.807,2.969,1.756,4.352,4.456,Non-significant,327565.59,0.584363782,178.4583333,36.28386828,169,1248,15,48.47484952,466,239,-2.499378396,1.31339242,0.304454253,-0.245986917,0.451768317,-0.291080992,-0.074446057,-0.381882896,-0.056241105,0.041726687,-0.039020048
90,Amegilla (Asaropoda) bombiformis,bombiformis,K.470156,-31.7528,152.5389,21,2,1985,4.416,5.366,2.949,2.761,0.251,0.299,0.752,0.5,3.195,1.702,4.483,4.51,Non-significant,327565.59,0.51905934,179.8333333,35.52483482,163,1827,41,59.74950675,665,319,-2.412741279,-1.092548873,0.303771771,-0.777671706,-0.13902717,-0.222764365,0.145188324,-0.038785596,0.011799946,0.027892814,-0.045570331
91,Amegilla (Asaropoda) bombiformis,bombiformis,K.470159,-33.75,151.13,20,3,1986,4.415,5.532,2.977,2.871,0.264,0.297,0.801,0.761,3.225,1.831,4.488,4.645,Non-significant,327565.59,0.60949788,168.8333333,35.51075737,160,1112,20,95.34942859,439,389,-2.902973711,0.912248494,0.484014066,-0.307383136,0.161298198,-0.283685031,0.311659552,-0.23559834,-0.126920807,0.087475956,-0.036440329
92,Amegilla (Asaropoda) bombiformis,bombiformis,K.470171,-33.4672,151.435,16,2,1989,4.691,5.643,3.065,2.863,0.287,0.291,0.805,0.632,3.19,1.855,4.836,4.876,Non-significant,327565.59,0.615625404,179.4583333,34.03886157,143,1448,13,62.28012553,614,296,-3.295835178,-0.053459302,0.639511156,-0.589351917,0.187809146,-0.163757309,-0.245615776,-0.300930144,-0.092551208,0.033836442,-0.047223901
